index,date,n-unique-addresses,miners-revenue,difficulty,cost-per-transaction,avg-block-size,n-transactions-per-block,market-price,trade-volume,n-transactions-excluding-popular,n-transactions,hash-rate,output-volume
0,2013-05-12,58799.0,521616.29,10076292.88,7.56,0.18,389.45,115.68,3248609.05,65428.0,65428.0,89.16,562565.7
1,2013-05-13,69374.0,542208.26,11187257.46,8.49,0.17,350.56,115.1,2368179.05,60998.0,60998.0,100.1,1122091.97
2,2013-05-14,69012.0,490866.12,11187257.46,6.98,0.2,431.62,117.99,3080309.47,66470.0,66470.0,81.75,784332.18
3,2013-05-15,68388.0,401574.21,11187257.46,6.26,0.22,455.11,112.0,9642025.12,64171.0,64171.0,81.75,752790.91
4,2013-05-16,68536.0,431451.05,11187257.46,7.05,0.2,413.23,114.22,13625174.73,61158.0,61158.0,80.64,723462.44
5,2013-05-17,61929.0,490901.81,11187257.46,8.23,0.17,364.79,117.41,4849307.74,58731.0,58731.0,89.54,853440.75
6,2013-05-18,55552.0,482993.88,11187257.46,8.82,0.17,350.44,123.32,10297629.42,52215.0,52215.0,81.75,748211.01
7,2013-05-19,51697.0,499066.54,11187257.46,10.3,0.14,306.54,123.3,2790550.26,47820.0,47820.0,85.64,423542.73
8,2013-05-20,57600.0,398718.88,11187257.46,8.17,0.18,378.46,121.99,2497811.12,48821.0,48821.0,76.74,540663.96
9,2013-05-21,67890.0,484764.27,11187257.46,8.71,0.17,357.23,122.02,2103682.15,53932.0,53942.0,82.86,674482.95
10,2013-05-22,61102.0,490813.62,11187257.46,9.38,0.16,333.27,122.7,1634982.41,51990.0,51990.0,92.32,738074.86
11,2013-05-23,68378.0,548198.02,11187257.46,9.09,0.16,343.61,123.0,2241317.07,59789.0,59789.0,89.54,712349.95
12,2013-05-24,68107.0,560565.06,11187257.46,9.88,0.16,327.82,126.7,2797850.22,55401.0,55401.0,90.09,759741.68
13,2013-05-25,53317.0,570425.25,12153411.71,10.89,0.15,310.79,133.49,6484573.1,51280.0,51280.0,103.91,735659.27
14,2013-05-26,53395.0,548644.81,12153411.71,13.4,0.13,249.83,131.99,2219378.85,40722.0,40722.0,97.27,388698.03
15,2013-05-27,59658.0,613984.68,12153411.71,11.57,0.15,299.76,133.5,3113915.54,52758.0,52758.0,103.91,666608.37
16,2013-05-28,61517.0,545731.97,12153411.71,9.34,0.17,361.2,129.76,6073220.86,57070.0,57070.0,97.87,705680.53
17,2013-05-29,64923.0,568010.48,12153411.71,10.09,0.16,327.74,129.0,2944146.36,55060.0,55060.0,101.5,793664.29
18,2013-05-30,63472.0,604999.86,12153411.71,10.44,0.16,320.82,132.3,2538895.21,57426.0,57426.0,102.1,629587.81
19,2013-05-31,61670.0,582560.64,12153411.71,10.68,0.15,310.55,128.88,3166356.06,54346.0,54346.0,112.37,678617.78
20,2013-06-01,55356.0,750633.18,12153411.71,13.24,0.12,254.98,129.02,2119774.09,54311.0,54311.0,119.62,485579.4
21,2013-06-02,51180.0,675526.41,12153411.71,13.25,0.12,250.99,129.3,818734.06,49947.0,49947.0,123.25,431875.34
22,2013-06-03,63443.0,745211.3,12153411.71,12.2,0.13,262.32,122.42,12369924.0,55874.0,55874.0,126.27,780446.24
23,2013-06-04,64541.0,674785.55,12153411.71,11.58,0.13,270.53,122.03,3438009.76,57622.0,57622.0,126.87,661631.3
24,2013-06-05,65079.0,584174.09,15605632.68,10.1,0.15,307.39,121.42,2722441.6,56560.0,56560.0,156.7,681339.36
25,2013-06-06,60676.0,599441.45,15605632.68,10.59,0.14,301.87,121.9,2022419.74,54638.0,54638.0,138.09,753930.88
26,2013-06-07,59933.0,483513.33,15605632.68,9.26,0.15,324.15,118.97,2607752.21,52188.0,52188.0,124.9,678143.27
27,2013-06-08,47541.0,548843.44,15605632.68,10.98,0.12,266.4,111.5,7339966.95,48218.0,48218.0,130.33,399038.36
28,2013-06-09,45478.0,460210.69,15605632.68,10.16,0.13,279.69,107.99,1848744.52,44471.0,44471.0,129.55,675161.03
29,2013-06-10,50635.0,494760.67,15605632.68,10.48,0.12,258.62,100.2,14879154.91,45000.0,45000.0,139.64,490545.13
30,2013-06-11,56360.0,503842.47,15605632.68,9.89,0.12,275.91,106.1,6803929.87,49663.0,49663.0,136.53,598337.29
31,2013-06-12,52892.0,601654.17,15605632.68,12.44,0.11,226.14,109.0,1733915.32,45907.0,45907.0,155.15,562038.78
32,2013-06-13,55259.0,517965.95,15605632.68,11.77,0.11,232.22,108.1,1903804.23,43193.0,43193.0,149.72,607556.95
33,2013-06-14,63694.0,486999.1,15605632.68,9.48,0.13,278.73,103.9,3144556.36,50172.0,50172.0,133.43,722485.19
34,2013-06-15,43528.0,455754.84,15605632.68,12.49,0.1,207.09,99.98,3593507.15,35826.0,35826.0,136.53,415381.81
35,2013-06-16,39659.0,474220.28,15605632.68,10.82,0.11,232.25,99.69,2240987.34,42966.0,42966.0,145.07,520682.44
36,2013-06-17,47538.0,365819.13,19339258.27,7.96,0.14,316.85,99.9,860747.39,45943.0,45943.0,148.05,578844.96
37,2013-06-18,51399.0,370930.07,19339258.27,7.92,0.15,328.69,101.95,1532117.85,46017.0,46017.0,140.36,643222.16
38,2013-06-19,57558.0,369143.31,19339258.27,7.85,0.16,345.82,107.39,6493974.25,47031.0,47031.0,120.17,582605.8
39,2013-06-20,54098.0,422093.83,19339258.27,8.04,0.16,341.01,107.68,1876004.19,52515.0,52515.0,140.36,728607.97
40,2013-06-21,55870.0,471481.17,19339258.27,10.03,0.13,279.92,111.12,4767441.36,47027.0,47027.0,166.32,712791.53
41,2013-06-22,47672.0,500599.42,19339258.27,11.04,0.12,253.38,109.87,4166371.48,44594.0,44594.0,165.35,435026.73
42,2013-06-23,40871.0,505094.41,19339258.27,11.72,0.11,233.38,108.35,779442.81,38507.0,38507.0,169.2,340381.45
43,2013-06-24,52722.0,409156.99,19339258.27,9.25,0.14,294.97,107.98,1185563.17,44245.0,44245.0,137.47,610053.04
44,2013-06-25,50043.0,407676.79,19339258.27,9.13,0.13,284.26,102.98,2959724.49,44629.0,44629.0,142.28,717288.47
45,2013-06-26,54144.0,456107.8,19339258.27,10.0,0.12,262.22,103.89,9714068.23,45627.0,45627.0,181.7,627165.9
46,2013-06-27,50989.0,442638.42,19339258.27,9.5,0.13,276.22,104.0,1360888.88,46128.0,46128.0,159.59,564885.22
47,2013-06-28,56602.0,445143.52,19339258.27,8.75,0.14,293.21,101.77,1475742.35,49552.0,49552.0,161.51,659916.08
48,2013-06-29,50788.0,411720.05,21335329.11,11.05,0.11,216.24,94.65,4492672.99,36545.0,36545.0,170.75,532545.47
49,2013-06-30,41358.0,389942.1,21335329.11,11.96,0.09,202.31,94.99,2414868.08,30953.0,30953.0,173.94,414309.76
50,2013-07-01,56374.0,388930.47,21335329.11,9.82,0.11,249.22,97.25,825747.81,39128.0,39128.0,162.27,868945.43
51,2013-07-02,51868.0,335870.71,21335329.11,8.47,0.12,259.15,87.0,4571517.66,39650.0,39650.0,166.51,735821.57
52,2013-07-03,55754.0,440475.03,21335329.11,12.06,0.09,193.1,91.05,2493969.67,35531.0,35531.0,185.6,817460.91
53,2013-07-04,50059.0,367089.52,21335329.11,9.76,0.1,213.89,78.11,5674172.07,35292.0,35292.0,180.3,854939.27
54,2013-07-05,50395.0,378835.38,21335329.11,9.99,0.09,199.12,80.04,5115546.09,37037.0,37037.0,187.72,1074563.29
55,2013-07-06,42492.0,341216.61,21335329.11,9.97,0.08,178.46,68.86,6249744.62,33372.0,33372.0,199.39,700586.24
56,2013-07-07,38512.0,338639.27,21335329.11,10.82,0.08,163.2,70.27,2866985.78,30356.0,30356.0,198.33,643880.63
57,2013-07-08,52297.0,369981.53,21335329.11,9.22,0.09,206.4,75.0,3120555.75,39629.0,39629.0,197.27,837670.93
58,2013-07-09,55509.0,360259.96,21335329.11,8.78,0.1,220.71,76.49,4569996.78,40832.0,40832.0,213.18,1160903.93
59,2013-07-10,54321.0,379783.44,21335329.11,9.62,0.09,201.22,76.7,2470556.85,39238.0,39238.0,181.36,1085169.05
60,2013-07-11,61548.0,398687.75,26162875.68,9.05,0.12,249.62,87.9,5225816.74,43434.0,43434.0,249.71,1058476.99
61,2013-07-12,66681.0,353949.94,26162875.68,7.17,0.15,313.38,88.9,3144456.12,48260.0,48260.0,214.59,1021508.47
62,2013-07-13,50760.0,391012.11,26162875.68,10.1,0.12,241.85,93.99,9513515.54,37970.0,37970.0,196.39,877018.02
63,2013-07-14,38901.0,423647.35,26162875.68,12.13,0.1,203.1,98.0,3355722.86,34933.0,34933.0,211.99,582276.55
64,2013-07-15,49774.0,395086.47,26162875.68,10.71,0.1,224.11,94.69,1161358.65,36754.0,36754.0,222.4,702810.63
65,2013-07-16,55925.0,481548.7,26162875.68,10.05,0.11,240.2,98.4,3357190.54,39392.0,39392.0,213.29,951379.77
66,2013-07-17,53170.0,454580.64,26162875.68,10.99,0.1,220.89,97.05,1531533.43,40643.0,40643.0,219.8,1080936.14
67,2013-07-18,52109.0,450952.3,26162875.68,10.22,0.12,255.71,98.8,1658608.95,41170.0,41170.0,223.7,1005895.89
68,2013-07-19,50353.0,391613.02,26162875.68,10.49,0.1,214.96,90.1,5309536.24,36759.0,36759.0,219.8,819430.55
69,2013-07-20,42223.0,600483.22,26162875.68,14.4,0.08,181.19,92.0,2468011.32,33702.0,33702.0,243.21,495922.45
70,2013-07-21,42370.0,469322.15,26162875.68,12.82,0.08,178.17,89.39,810580.47,35456.0,35456.0,253.61,496772.61
71,2013-07-22,50290.0,386439.92,31256960.73,9.63,0.11,242.3,90.76,777705.2,39979.0,39979.0,279.68,903335.29
72,2013-07-23,53996.0,335480.68,31256960.73,8.54,0.12,272.57,91.99,758948.78,38432.0,38432.0,225.3,1012489.37
73,2013-07-24,54327.0,402471.71,31256960.73,9.15,0.13,266.42,95.56,2273428.78,42361.0,42361.0,239.28,907645.64
74,2013-07-25,54353.0,367147.58,31256960.73,8.37,0.14,291.3,94.51,1306782.21,42530.0,42530.0,212.87,811961.75
75,2013-07-26,51523.0,409392.78,31256960.73,10.82,0.1,226.06,97.0,2101653.41,36622.0,36622.0,276.57,781326.01
76,2013-07-27,41923.0,476160.13,31256960.73,11.9,0.1,205.7,96.02,1002056.08,37643.0,37643.0,256.38,468611.53
77,2013-07-28,40133.0,411693.06,31256960.73,10.89,0.1,222.04,94.12,1379554.49,37302.0,37302.0,275.02,618903.82
78,2013-07-29,56108.0,462033.03,31256960.73,10.76,0.11,234.9,98.7,4147378.94,41812.0,41812.0,257.93,747853.12
79,2013-07-30,58704.0,518883.14,31256960.73,12.06,0.1,213.87,101.48,2428236.78,42133.0,42133.0,287.45,1007108.95
80,2013-07-31,66141.0,545157.64,31256960.73,10.65,0.13,260.65,107.8,2897173.51,49524.0,49524.0,309.2,863767.56
81,2013-08-01,103351.0,495286.41,31256960.73,9.58,0.14,287.59,106.2,4759776.74,50904.0,50904.0,287.45,1147305.42
82,2013-08-02,64646.0,505223.6,31256960.73,9.78,0.12,269.17,104.62,1463856.64,51681.0,51681.0,295.22,913464.11
83,2013-08-03,49767.0,457379.85,37392766.14,9.8,0.13,269.09,104.5,2779311.26,45746.0,45746.0,332.73,676761.17
84,2013-08-04,46551.0,647130.91,37392766.14,10.94,0.11,239.92,104.95,875589.45,42946.0,42946.0,317.86,510656.31
85,2013-08-05,62137.0,512239.63,37392766.14,9.81,0.12,269.85,105.54,642864.19,51001.0,51001.0,356.89,851665.96
86,2013-08-06,61187.0,511368.16,37392766.14,9.41,0.13,286.15,106.72,1549355.62,54369.0,54369.0,351.31,760801.13
87,2013-08-07,64954.0,530898.28,37392766.14,9.03,0.14,309.71,106.56,1302961.33,57606.0,57606.0,327.15,813434.52
88,2013-08-08,60891.0,559108.53,37392766.14,9.31,0.13,283.03,105.99,720574.07,58022.0,58022.0,375.48,725445.15
89,2013-08-09,54319.0,527375.21,37392766.14,10.28,0.11,254.66,103.01,2392450.51,49658.0,49658.0,386.63,621565.77
90,2013-08-10,51094.0,558224.53,37392766.14,10.58,0.11,246.17,102.8,1128720.36,51695.0,51695.0,369.9,517054.84
91,2013-08-11,43353.0,580275.4,37392766.14,14.45,0.08,177.88,103.0,351366.99,38422.0,38422.0,397.78,429554.23
92,2013-08-12,88571.0,580187.56,37392766.14,11.41,0.13,232.54,105.0,826442.4,50228.0,50228.0,425.67,847386.83
93,2013-08-13,61005.0,801333.34,50810339.05,11.32,0.14,290.05,106.64,2036034.86,53080.0,53080.0,484.95,1301581.44
94,2013-08-14,64243.0,524465.31,50810339.05,9.49,0.15,307.5,109.35,1911240.08,51660.0,51660.0,388.97,1341894.85
95,2013-08-15,64588.0,607911.61,50810339.05,7.61,0.16,341.94,99.19,1785788.99,58129.0,58129.0,421.81,821528.55
96,2013-08-16,69111.0,426384.09,50810339.05,5.92,0.18,423.33,98.08,935028.03,71119.0,71119.0,434.44,1073581.8
97,2013-08-17,51598.0,503961.63,50810339.05,8.77,0.13,297.61,98.25,914325.31,56546.0,56546.0,472.32,1006280.92
98,2013-08-18,47444.0,493169.18,50810339.05,8.72,0.13,290.71,99.71,550794.05,56397.0,56397.0,497.58,787710.94
99,2013-08-19,69236.0,509186.93,50810339.05,6.48,0.18,402.9,99.3,274252.7,71314.0,71314.0,449.59,1115101.02
100,2013-08-20,67419.0,554099.23,50810339.05,7.98,0.15,332.78,102.85,2080086.74,63228.0,63228.0,457.17,972227.21
101,2013-08-21,69302.0,727797.41,50810339.05,9.64,0.14,308.83,104.88,1207277.88,60531.0,60531.0,520.31,1275639.3
102,2013-08-22,72393.0,622739.52,50810339.05,9.19,0.13,309.31,110.43,2642284.01,66812.0,66812.0,525.37,823544.68
103,2013-08-23,63359.0,541294.53,50810339.05,9.81,0.13,281.61,109.71,1341616.16,55195.0,55195.0,543.05,826429.86
104,2013-08-24,52996.0,668646.0,65750060.15,9.93,0.13,283.15,107.65,1019789.98,51817.0,51817.0,607.93,567935.89
105,2013-08-25,48353.0,420407.34,65750060.15,9.28,0.14,294.35,109.04,471837.89,44447.0,44447.0,467.39,555654.05
106,2013-08-26,62217.0,503214.24,65750060.15,8.49,0.15,337.91,113.28,1056962.44,56093.0,56093.0,532.76,707687.39
107,2013-08-27,72059.0,476767.18,65750060.15,7.67,0.18,367.97,111.79,1213841.53,62187.0,62187.0,562.17,910293.55
108,2013-08-28,73597.0,560486.8,65750060.15,8.57,0.16,363.75,117.72,2186360.59,64747.0,64747.0,545.83,784253.76
109,2013-08-29,65094.0,572217.98,65750060.15,9.51,0.13,312.13,117.92,1243932.18,58992.0,58992.0,647.15,2639151.65
110,2013-08-30,75212.0,659988.33,65750060.15,10.3,0.14,305.38,118.5,1160334.23,62603.0,62603.0,634.08,831648.33
111,2013-08-31,77866.0,718637.11,65750060.15,14.96,0.1,213.03,124.84,2168732.96,47505.0,47505.0,702.72,878729.17
112,2013-09-01,47233.0,739015.41,65750060.15,15.65,0.1,210.85,128.52,2564351.85,46598.0,46598.0,725.6,823389.12
113,2013-09-02,52321.0,761019.35,65750060.15,13.94,0.11,238.45,130.67,1052395.27,51266.0,51266.0,768.09,813920.62
114,2013-09-03,57454.0,641540.14,65750060.15,12.14,0.13,268.88,130.09,1165618.11,52163.0,52163.0,604.66,949784.94
115,2013-09-04,62447.0,542703.95,86933017.77,9.94,0.15,325.02,129.13,1548146.03,52979.0,52979.0,751.93,912174.71
116,2013-09-05,59898.0,563466.23,86933017.77,9.05,0.14,339.27,122.27,2300374.33,60730.0,60730.0,704.4,887243.66
117,2013-09-06,58464.0,694512.68,86933017.77,9.81,0.15,328.92,122.63,2359078.68,60850.0,60850.0,821.08,701587.71
118,2013-09-07,50956.0,458761.07,86933017.77,8.32,0.16,358.39,117.61,2262467.1,51967.0,51967.0,704.4,629569.93
119,2013-09-08,44651.0,485841.57,86933017.77,10.35,0.13,295.87,119.92,1179615.86,46452.0,46452.0,643.9,398165.85
120,2013-09-09,56478.0,633037.84,86933017.77,10.65,0.12,284.12,118.18,644605.72,57676.0,57676.0,834.04,1030766.76
121,2013-09-10,55495.0,602728.62,86933017.77,10.98,0.13,278.97,120.52,2567241.11,53283.0,53283.0,803.79,645379.15
122,2013-09-11,61906.0,643434.17,86933017.77,12.7,0.11,246.05,122.02,1387485.76,49210.0,49210.0,868.61,831685.54
123,2013-09-12,63265.0,690384.24,86933017.77,12.91,0.11,245.54,126.54,2334960.37,52300.0,52300.0,898.86,703128.1
124,2013-09-13,57481.0,663452.15,86933017.77,14.66,0.1,219.77,127.07,1772859.04,44834.0,44834.0,907.51,654237.87
125,2013-09-14,45429.0,899652.53,86933017.77,15.86,0.09,199.82,127.14,1180192.31,43560.0,43560.0,933.44,572122.28
126,2013-09-15,44238.0,595876.36,112628548.67,10.68,0.14,296.53,124.05,1084304.92,53672.0,53672.0,1024.58,403507.55
127,2013-09-16,57572.0,512918.08,112628548.67,9.68,0.16,336.92,125.35,669466.77,51885.0,51885.0,946.2,678260.97
128,2013-09-17,60864.0,615657.56,112628548.67,8.8,0.17,379.5,126.2,960302.49,67931.0,67931.0,990.99,627615.19
129,2013-09-18,64710.0,718285.4,112628548.67,10.14,0.16,366.98,139.15,1146911.87,60551.0,60551.0,845.42,806994.27
130,2013-09-19,67276.0,628327.18,112628548.67,10.31,0.14,314.82,127.12,1716234.41,59815.0,59815.0,1091.77,833883.78
131,2013-09-20,66115.0,743042.81,112628548.67,10.4,0.13,294.97,124.18,1271204.58,58994.0,58994.0,1080.57,734309.02
132,2013-09-21,55887.0,603180.01,112628548.67,11.24,0.12,277.77,123.04,1291997.52,52498.0,52498.0,1046.97,452074.31
133,2013-09-22,51054.0,648146.61,112628548.67,12.51,0.11,250.75,123.42,512778.01,50903.0,50903.0,1153.35,495219.38
134,2013-09-23,67019.0,674971.36,112628548.67,9.96,0.14,311.09,122.93,352317.38,65328.0,65328.0,1237.33,1001051.6
135,2013-09-24,65926.0,912909.72,112628548.67,10.64,0.13,295.25,122.65,942716.11,62592.0,62592.0,1125.36,949071.87
136,2013-09-25,64982.0,721812.58,148819199.81,12.35,0.12,264.8,123.75,1268995.61,54548.0,54548.0,1583.14,827286.09
137,2013-09-26,65886.0,577564.37,148819199.81,8.93,0.16,355.22,123.4,990317.08,57545.0,57545.0,1265.03,745552.08
138,2013-09-27,64406.0,627503.34,148819199.81,12.56,0.12,263.6,124.65,976549.23,46920.0,46920.0,1302.02,690114.85
139,2013-09-28,56523.0,659264.98,148819199.81,13.87,0.11,240.56,126.7,1507204.2,42580.0,42580.0,1265.03,533432.7
140,2013-09-29,56535.0,553727.74,148819199.81,13.39,0.11,242.24,126.54,799892.24,41181.0,41181.0,1242.84,554128.02
141,2013-09-30,67081.0,540039.92,148819199.81,10.88,0.13,289.3,127.01,856731.98,47156.0,47156.0,1213.25,826774.04
142,2013-10-01,73655.0,848867.04,148819199.81,10.43,0.14,305.73,126.25,1455541.3,57171.0,57171.0,1449.98,1088077.94
143,2013-10-02,77728.0,1216619.89,148819199.81,11.36,0.16,324.42,127.54,957715.72,61964.0,61964.0,1279.83,1187078.86
144,2013-10-03,66403.0,551724.98,148819199.81,8.92,0.15,299.25,103.85,6292503.09,59551.0,59551.0,1538.75,927030.8
145,2013-10-04,63208.0,773669.4,148819199.81,11.99,0.13,288.56,117.57,3061539.26,51940.0,51940.0,1316.82,802173.69
146,2013-10-05,51842.0,707536.0,148819199.81,14.75,0.1,207.67,121.94,1617802.37,45479.0,45479.0,1560.94,448746.41
147,2013-10-06,49517.0,569220.75,189281249.28,13.0,0.11,231.66,121.2,356647.97,42857.0,42857.0,1900.66,419308.27
148,2013-10-07,62040.0,506345.04,189281249.28,10.87,0.15,285.56,122.49,480937.39,44547.0,44547.0,1439.61,688597.98
149,2013-10-08,64024.0,950386.2,189281249.28,13.41,0.13,280.62,123.8,1447189.81,45461.0,45461.0,1467.84,726416.17
150,2013-10-09,67064.0,568550.88,189281249.28,11.05,0.13,282.83,124.12,1648226.72,50343.0,50343.0,1721.89,898551.3
151,2013-10-10,67237.0,639812.57,189281249.28,10.67,0.14,296.11,125.9,2387323.35,56853.0,56853.0,1834.8,753238.36
152,2013-10-11,65117.0,640204.89,189281249.28,11.66,0.13,280.66,126.8,1453048.12,51922.0,51922.0,1665.43,829546.58
153,2013-10-12,55313.0,1337481.29,189281249.28,16.75,0.11,231.19,127.41,999339.06,49474.0,49474.0,1853.62,697904.06
154,2013-10-13,66517.0,1310125.63,189281249.28,16.82,0.12,232.14,127.59,969229.78,51304.0,51304.0,2154.71,712638.69
155,2013-10-14,68679.0,919728.25,189281249.28,14.88,0.11,229.81,132.62,1666687.26,57452.0,57452.0,2427.58,920794.59
156,2013-10-15,71738.0,992130.71,189281249.28,16.93,0.1,214.72,135.17,2871306.82,55826.0,55826.0,2333.49,924504.81
157,2013-10-16,77361.0,895548.02,267731249.48,15.32,0.12,242.03,141.02,2806041.34,50826.0,50826.0,2914.67,1022744.34
158,2013-10-17,65903.0,609714.54,267731249.48,12.62,0.13,280.66,138.19,3914282.88,46870.0,46870.0,2382.31,847370.73
159,2013-10-18,70030.0,1151808.8,267731249.48,12.4,0.14,310.73,143.94,2455437.91,59661.0,59661.0,2302.46,937574.97
160,2013-10-19,74510.0,1163078.63,267731249.48,18.21,0.13,248.03,168.2,4179716.18,55311.0,55311.0,2914.67,1007342.93
161,2013-10-20,61813.0,999159.75,267731249.48,19.3,0.12,248.33,183.18,9980994.6,49418.0,49418.0,2874.74,722759.76
162,2013-10-21,79056.0,1044811.07,267731249.48,16.72,0.14,286.5,186.12,2079827.72,60451.0,60451.0,2675.11,1059197.27
163,2013-10-22,91759.0,1462826.71,267731249.48,18.17,0.13,265.5,179.8,5919618.33,65048.0,65048.0,3313.94,1207623.1
164,2013-10-23,87018.0,1152128.03,267731249.48,19.84,0.13,250.29,189.75,7949181.57,55314.0,55314.0,2808.2,1090723.87
165,2013-10-24,89418.0,1217517.35,267731249.48,18.14,0.16,295.97,203.7,4910689.6,63634.0,63634.0,2781.58,1029103.3
166,2013-10-25,80608.0,1343865.2,267731249.48,19.9,0.13,244.56,195.33,10911606.5,57471.0,57471.0,3194.16,2817468.48
167,2013-10-26,60631.0,1091202.35,390928787.64,17.89,0.13,262.35,186.85,6122147.72,47747.0,47747.0,3867.2,686765.47
168,2013-10-27,54721.0,863920.65,390928787.64,18.92,0.12,244.08,179.56,1734472.39,43691.0,43691.0,3439.67,509803.65
169,2013-10-28,68820.0,893928.57,390928787.64,17.25,0.14,292.02,194.06,1959107.5,51104.0,51104.0,3478.54,645713.47
170,2013-10-29,70371.0,876349.16,390928787.64,16.66,0.15,312.06,206.9,2077516.0,49930.0,49930.0,3051.01,1686428.35
171,2013-10-30,78591.0,1384202.23,390928787.64,24.09,0.12,248.44,216.0,1933511.04,48446.0,48446.0,3808.9,717093.16
172,2013-10-31,79243.0,1268518.88,390928787.64,19.67,0.14,275.74,206.01,2592701.77,58181.0,58181.0,4061.53,685268.25
173,2013-11-01,71947.0,1096101.39,390928787.64,23.84,0.11,218.13,203.54,2792462.96,45371.0,45371.0,3692.3,636845.85
174,2013-11-02,65176.0,1080761.35,390928787.64,26.48,0.11,193.97,203.0,1007872.67,39181.0,39181.0,4217.0,649240.36
175,2013-11-03,65338.0,1073746.48,390928787.64,29.33,0.1,187.22,204.86,1326902.8,35947.0,35947.0,3808.9,593816.36
176,2013-11-04,83348.0,1170149.91,390928787.64,24.42,0.12,233.45,209.8,2326086.17,45523.0,45523.0,3886.64,974062.71
177,2013-11-05,97335.0,1149382.24,390928787.64,21.06,0.16,296.53,229.95,6524796.76,51597.0,51597.0,3303.64,1115521.38
178,2013-11-06,97369.0,1091463.66,510929738.02,19.42,0.19,337.47,252.59,11137723.67,55008.0,55008.0,4114.55,916641.17
179,2013-11-07,109301.0,1054946.58,510929738.02,16.72,0.22,420.38,265.1,10024923.51,60535.0,60535.0,3911.36,1211667.36
180,2013-11-08,106680.0,1006003.81,510929738.02,16.99,0.23,441.96,291.02,14459640.09,59223.0,59223.0,3377.99,1071531.01
181,2013-11-09,106130.0,1304764.2,510929738.02,23.01,0.2,373.0,334.0,13422120.66,55204.0,55204.0,3606.58,900392.5
182,2013-11-10,95024.0,1508529.58,510929738.02,25.3,0.17,336.48,330.0,14438001.6,57538.0,57538.0,4266.94,801259.57
183,2013-11-11,88300.0,2440675.2,510929738.02,35.22,0.15,306.98,328.0,22181780.64,57405.0,57405.0,4952.7,748279.49
184,2013-11-12,98250.0,1837786.14,510929738.02,29.92,0.14,290.08,343.61,9336402.55,58307.0,58307.0,4800.31,1109036.94
185,2013-11-13,101388.0,1623511.21,510929738.02,23.53,0.19,386.13,354.9,6968337.29,64870.0,64870.0,4774.91,1267483.08
186,2013-11-14,112531.0,2181676.38,510929738.02,27.76,0.18,379.31,393.0,15231842.91,69413.0,69413.0,4292.34,1155028.59
187,2013-11-15,102176.0,1979291.89,510929738.02,28.76,0.18,366.95,415.0,13077376.25,60914.0,60914.0,4139.95,2576469.36
188,2013-11-16,88478.0,2334241.73,510929738.02,46.04,0.12,243.17,412.03,13318140.46,47175.0,47175.0,4978.1,1491006.28
189,2013-11-17,89325.0,2391348.09,609482679.89,41.11,0.14,275.93,437.24,7864793.29,51323.0,51323.0,5847.43,1158208.92
190,2013-11-18,140360.0,2080174.82,609482679.89,24.1,0.26,506.62,475.0,12318018.25,79032.0,79032.0,4968.8,2124183.6
191,2013-11-19,170557.0,2777584.3,609482679.89,29.24,0.31,577.06,660.2,37667486.53,92907.0,92907.0,4696.12,2269134.47
192,2013-11-20,139562.0,2338840.69,609482679.89,29.35,0.23,472.91,547.0,39187621.53,77558.0,77558.0,4938.5,1690347.12
193,2013-11-21,128839.0,2559348.69,609482679.89,32.72,0.27,478.81,597.98,34141996.99,71822.0,71822.0,4484.04,2192970.79
194,2013-11-22,137706.0,3350220.15,609482679.89,41.82,0.23,447.37,716.77,22456619.13,76947.0,76947.0,5029.39,2393220.0
195,2013-11-23,130687.0,3674506.18,609482679.89,47.43,0.21,426.74,795.0,19979749.2,72545.0,72545.0,4908.2,1533323.42
196,2013-11-24,102145.0,3874676.61,609482679.89,59.92,0.18,362.27,829.99,16889956.2,60861.0,60861.0,5211.18,1518872.51
197,2013-11-25,121251.0,4237394.83,609482679.89,51.66,0.19,414.99,807.5,16235433.5,71793.0,71793.0,5453.56,1449270.8
198,2013-11-26,153552.0,3586095.73,609482679.89,40.62,0.25,524.42,814.56,18763528.08,83383.0,83383.0,4968.8,4028498.1
199,2013-11-27,170801.0,4734690.79,609482679.89,43.78,0.27,552.2,917.79,27250359.87,95531.0,95531.0,5029.39,3323866.01
200,2013-11-28,174633.0,4735006.89,609482679.89,45.59,0.25,546.52,965.0,29251070.35,98921.0,98921.0,5514.15,3418563.35
201,2013-11-29,162274.0,4819580.3,707408283.05,50.41,0.25,520.72,1014.1,37478428.35,90084.0,90084.0,6505.61,2602929.48
202,2013-11-30,138750.0,5210734.11,707408283.05,68.51,0.2,432.11,1133.95,24828141.42,73890.0,73890.0,5626.47,1846254.62
203,2013-12-01,136377.0,8881509.01,707408283.05,82.93,0.19,367.21,1119.2,14458653.81,73442.0,73442.0,6857.26,1514955.78
204,2013-12-02,146063.0,4151387.47,707408283.05,52.58,0.23,475.28,955.01,58711378.97,75570.0,75570.0,5731.97,1424490.9
205,2013-12-03,148813.0,7860745.77,707408283.05,73.16,0.19,388.33,1043.98,32956819.99,77667.0,77667.0,6681.44,1190034.16
206,2013-12-04,154055.0,5249021.67,707408283.05,59.09,0.23,465.64,1050.21,13189282.83,79624.0,79624.0,6224.29,1348811.58
207,2013-12-05,157285.0,5256383.37,707408283.05,60.23,0.24,489.9,1136.9,16426079.0,83283.0,83283.0,6013.29,1550468.13
