index,date,n-unique-addresses,miners-revenue,difficulty,cost-per-transaction,avg-block-size,n-transactions-per-block,market-price,trade-volume,n-transactions-excluding-popular,n-transactions,hash-rate,output-volume
845,2015-09-05,269716.0,1004753.91,56957648455.01,7.53,0.45,845.02,230.73,4818819.12,124218.0,124218.0,427538.39,927671.45
846,2015-09-06,252302.0,1066585.28,56957648455.01,8.97,0.41,738.15,235.74,4739102.44,106293.0,106293.0,450189.43,974590.22
847,2015-09-07,263783.0,980256.74,56957648455.01,7.47,0.48,825.44,240.2,6187326.21,125467.0,125467.0,385067.69,1037449.44
848,2015-09-08,274079.0,884157.91,56957648455.01,6.73,0.69,921.9,240.47,5566863.67,125379.0,125379.0,393561.83,1405755.73
849,2015-09-09,251368.0,1075638.07,56957648455.01,7.78,0.73,848.7,244.21,5866339.36,126457.0,126457.0,399224.59,1322667.49
850,2015-09-10,233575.0,1395881.11,56957648455.01,9.51,0.7,730.71,238.3,5541270.92,124951.0,124951.0,478503.23,1388529.81
851,2015-09-11,276094.0,1048514.72,56957648455.01,5.42,0.7,1139.25,238.81,4940577.7,180002.0,180002.0,489828.75,1229166.29
852,2015-09-12,229007.0,925443.56,56957648455.01,6.16,0.66,1020.3,239.94,3314029.69,137740.0,137740.0,385067.69,792194.7
853,2015-09-13,277388.0,962877.92,56957648455.01,6.18,0.62,967.21,234.73,4090970.68,146048.0,146048.0,396393.21,857284.69
854,2015-09-14,251592.0,985208.47,56957648455.01,5.29,0.74,1096.81,230.0,4512413.7,166715.0,166715.0,450189.43,1274802.36
855,2015-09-15,268665.0,1017982.81,56957648455.01,5.59,0.7,1018.74,229.71,3831923.44,162999.0,162999.0,461514.95,1328808.25
856,2015-09-16,245432.0,878460.56,56957648455.01,5.07,0.68,1177.95,229.54,3970525.54,167269.0,167269.0,421875.63,1447703.35
857,2015-09-17,266333.0,965862.2,56957648455.01,3.08,0.71,1800.55,228.33,4148975.3,259279.0,259279.0,399224.59,1313550.11
858,2015-09-18,259008.0,1045660.47,59335351233.87,5.82,0.56,1098.67,232.17,3400336.28,161504.0,161504.0,424738.99,1294189.44
859,2015-09-19,221522.0,778412.49,59335351233.87,6.5,0.47,918.81,232.52,4524564.83,114851.0,114851.0,389344.07,1103841.71
860,2015-09-20,300561.0,845719.0,59335351233.87,7.1,0.48,852.8,230.25,2585884.79,109158.0,109158.0,353949.16,921339.93
861,2015-09-21,291556.0,824073.06,59335351233.87,6.1,0.6,997.57,230.16,3084422.49,131679.0,131679.0,389344.07,1626346.89
862,2015-09-22,304462.0,1007970.0,59335351233.87,6.86,0.49,871.24,226.27,3185725.47,136784.0,136784.0,471932.21,1509301.55
863,2015-09-23,244535.0,1043257.71,59335351233.87,7.33,0.46,831.65,230.42,4455143.05,131400.0,131400.0,442436.45,1275111.39
864,2015-09-24,243301.0,923866.46,59335351233.87,6.63,0.49,895.48,229.42,3116907.0,125367.0,125367.0,427688.56,1218839.38
865,2015-09-25,243983.0,1145777.72,59335351233.87,8.12,0.43,781.5,234.0,5663214.18,128166.0,128166.0,477831.36,1377613.44
866,2015-09-26,245195.0,1220066.02,59335351233.87,9.42,0.44,786.54,235.22,5305732.87,115622.0,115622.0,448335.6,1031722.86
867,2015-09-27,256084.0,1029150.16,59335351233.87,8.86,0.44,729.86,233.99,3534985.21,108749.0,108749.0,424738.99,762307.97
868,2015-09-28,248280.0,1047573.38,59335351233.87,6.94,0.51,969.02,232.41,4069138.86,138570.0,138570.0,409991.11,1498942.33
869,2015-09-29,273176.0,1259186.31,59335351233.87,7.96,0.46,808.41,239.14,4200623.24,140664.0,140664.0,510276.7,1708232.25
870,2015-09-30,264581.0,979289.08,59335351233.87,6.43,0.51,944.92,236.94,4710068.66,139848.0,139848.0,457184.33,1427955.32
871,2015-10-01,248462.0,1034425.39,60813224039.44,6.83,0.46,901.52,236.17,4930863.54,134327.0,134327.0,465548.43,1594273.52
872,2015-10-02,256031.0,874869.52,60813224039.44,6.15,0.53,1012.65,238.03,4844212.8,139746.0,139746.0,377880.22,1736936.17
873,2015-10-03,213681.0,1015435.62,60813224039.44,7.73,0.39,824.6,237.77,4028869.99,119567.0,119567.0,459502.35,1014633.65
874,2015-10-04,265061.0,991818.87,60813224039.44,9.28,0.37,676.67,239.09,4262097.24,103531.0,103531.0,456479.31,875921.7
875,2015-10-05,233960.0,1004466.64,60813224039.44,7.68,0.42,820.58,238.4,3564285.02,125548.0,125548.0,447410.18,1376046.46
876,2015-10-06,251844.0,1006233.86,60813224039.44,6.48,0.54,1017.68,240.6,4881543.02,144510.0,144510.0,450433.22,1746893.79
877,2015-10-07,250370.0,971432.16,60813224039.44,6.32,0.69,1014.52,246.8,6608546.32,134931.0,134931.0,408110.64,1467287.93
878,2015-10-08,258198.0,946915.54,60813224039.44,6.29,0.66,1002.49,243.01,5776768.11,140348.0,140348.0,414156.72,2024493.04
879,2015-10-09,209703.0,835694.01,60813224039.44,6.86,0.6,909.87,243.01,3374830.54,114644.0,114644.0,402064.55,1285576.09
880,2015-10-10,270141.0,1120907.09,60813224039.44,8.06,0.63,793.78,244.49,3467579.67,127005.0,127005.0,450433.22,1202360.84
881,2015-10-11,240051.0,1027072.83,60813224039.44,9.26,0.54,716.1,245.72,4258224.4,104550.0,104550.0,453456.26,984354.27
882,2015-10-12,233677.0,971477.17,60813224039.44,6.67,0.58,946.55,248.04,4747418.63,134410.0,134410.0,423225.85,1420597.1
883,2015-10-13,239237.0,919373.61,60813224039.44,6.38,0.56,984.51,245.5,2606205.9,134878.0,134878.0,405087.6,1686833.09
884,2015-10-14,246958.0,1141735.69,60813224039.44,6.95,0.53,934.11,249.98,6466622.63,141985.0,141985.0,459502.35,1712379.27
885,2015-10-15,303248.0,1129159.02,60883825480.1,7.18,0.54,924.67,252.47,6810484.29,153495.0,153495.0,493327.88,1988422.7
886,2015-10-16,273117.0,1060255.17,60883825480.1,6.92,0.58,995.04,254.5,5608681.18,143286.0,143286.0,469115.46,1850429.23
887,2015-10-17,307347.0,951378.59,60883825480.1,6.85,0.6,999.35,262.26,9118255.68,135911.0,135911.0,396478.23,1528651.22
888,2015-10-18,276825.0,1073284.22,60883825480.1,8.5,0.53,825.56,270.04,6852977.91,119706.0,119706.0,432796.85,1078549.97
889,2015-10-19,277830.0,1395310.93,60883825480.1,8.32,0.51,872.54,261.04,2611070.87,143969.0,143969.0,502407.53,1486021.04
890,2015-10-20,303898.0,934359.94,60883825480.1,6.03,0.69,1143.35,263.59,4389432.47,146349.0,146349.0,384372.03,1571077.21
891,2015-10-21,289412.0,1125150.57,60883825480.1,6.67,0.57,1043.05,270.75,7834005.04,150199.0,150199.0,438849.95,1415030.64
892,2015-10-22,284740.0,1209253.9,60883825480.1,7.22,0.55,995.96,267.97,5473681.17,147402.0,147402.0,475168.57,1578891.06
893,2015-10-23,281026.0,1142674.32,60883825480.1,7.42,0.56,962.87,274.35,8290061.38,143468.0,143468.0,466088.91,1457532.57
894,2015-10-24,316588.0,1156609.25,60883825480.1,7.87,0.53,966.4,278.62,6010672.05,140128.0,140128.0,420690.64,1366695.17
895,2015-10-25,296929.0,1623113.25,60883825480.1,9.72,0.53,848.31,282.71,5812868.16,131488.0,131488.0,469115.46,1420121.22
896,2015-10-26,261228.0,1281251.67,60883825480.1,10.33,0.48,709.76,282.8,8441415.98,116400.0,116400.0,460035.81,1557555.62
897,2015-10-27,294013.0,1240340.24,60883825480.1,7.24,0.55,1045.85,286.69,6146627.87,153740.0,153740.0,478195.12,1841851.1
898,2015-10-28,285466.0,1153912.63,60883825480.1,6.83,0.59,1152.34,295.35,10009963.8,160175.0,160175.0,411610.99,2018300.81
899,2015-10-29,292094.0,1311407.22,62253982449.76,7.66,0.59,1066.64,304.79,9523730.46,161062.0,161062.0,458010.01,2350028.93
900,2015-10-30,308255.0,1476152.79,62253982449.76,8.6,0.52,974.82,314.81,10178830.43,166695.0,166695.0,507524.61,2570362.5
901,2015-10-31,313886.0,1383227.73,62253982449.76,8.25,0.54,1057.14,328.17,12928076.66,155400.0,155400.0,470388.66,1859735.46
902,2015-11-01,321892.0,1321878.78,62253982449.76,8.01,0.54,996.65,310.18,8919365.48,152488.0,152488.0,492051.3,1728973.14
903,2015-11-02,309823.0,1460207.56,62253982449.76,7.88,0.63,1124.89,325.79,4659865.59,172108.0,172108.0,448726.03,2577334.0
904,2015-11-03,368050.0,1978231.69,62253982449.76,9.22,0.68,1202.34,361.54,16287293.85,186362.0,186362.0,488956.64,3664257.98
905,2015-11-04,400987.0,2315974.32,62253982449.76,9.84,0.78,1317.41,404.5,31163707.43,204198.0,204198.0,479672.65,11057976.93
906,2015-11-05,358734.0,1575194.38,62253982449.76,8.36,0.73,1252.12,408.0,43374357.6,182809.0,182809.0,461104.68,3729387.69
907,2015-11-06,358682.0,1531783.26,62253982449.76,8.28,0.66,1150.99,386.04,23331396.73,166893.0,166893.0,423968.73,2801172.95
908,2015-11-07,304747.0,1667996.68,62253982449.76,10.43,0.54,996.69,373.69,17548684.19,151497.0,151497.0,504429.95,2270257.39
909,2015-11-08,312946.0,1423351.77,62253982449.76,10.56,0.55,953.6,387.02,10200179.14,132550.0,132550.0,433252.72,1951961.57
910,2015-11-09,327911.0,1699610.87,62253982449.76,9.63,0.62,1072.72,371.08,10157591.39,159836.0,159836.0,454915.35,3077511.09
911,2015-11-10,311998.0,1480727.45,62253982449.76,8.38,0.61,1109.33,380.62,9695175.48,161962.0,161962.0,442536.7,2949523.74
912,2015-11-11,308741.0,1471948.27,65848255179.7,8.73,0.52,946.01,336.29,16598537.92,158929.0,158929.0,579380.21,3406609.13
913,2015-11-12,312404.0,1465230.86,65848255179.7,8.94,0.52,980.42,308.98,15916251.92,157847.0,157847.0,477906.84,3009330.16
914,2015-11-13,298854.0,1399090.32,65848255179.7,8.79,0.49,967.67,340.81,12835814.56,154827.0,154827.0,546646.86,2859815.65
915,2015-11-14,328381.0,1447180.7,65848255179.7,7.96,0.54,1059.68,336.99,8366036.23,150474.0,150474.0,497546.85,3101801.96
916,2015-11-15,336548.0,1489093.69,65848255179.7,9.73,0.5,896.06,332.06,8450794.18,143369.0,143369.0,474633.51,2174095.97
917,2015-11-16,313297.0,1662037.49,65848255179.7,9.58,0.52,915.12,318.97,8867123.58,158316.0,158316.0,576106.88,2677886.98
918,2015-11-17,298212.0,1431505.23,65848255179.7,8.4,0.56,1051.6,330.72,7367350.22,156688.0,156688.0,527006.86,1941829.0
919,2015-11-18,324903.0,1644297.34,65848255179.7,8.43,0.6,1080.19,336.01,9318901.34,165269.0,165269.0,458266.83,1818395.25
920,2015-11-19,298707.0,1320320.74,65848255179.7,7.86,0.61,1135.9,333.66,9056533.38,154483.0,154483.0,458266.83,2044159.95
921,2015-11-20,301700.0,1620293.1,65848255179.7,9.42,0.51,932.78,325.9,8807603.93,155774.0,155774.0,520460.19,2234969.79
922,2015-11-21,317723.0,1519596.75,65848255179.7,9.46,0.47,868.02,322.12,6852320.25,151035.0,151035.0,582653.54,1486007.5
923,2015-11-22,319199.0,1422722.59,65848255179.7,10.92,0.44,753.83,326.31,1657233.86,129659.0,129659.0,569560.21,1143630.17
924,2015-11-23,280821.0,1472916.59,65848255179.7,9.48,0.52,891.24,323.78,1342618.53,145272.0,145272.0,523733.52,1346455.37
925,2015-11-24,325114.0,1358434.78,72722780642.55,8.46,0.52,976.44,323.48,1650375.55,152324.0,152324.0,549490.49,1443783.47
926,2015-11-25,296736.0,1220893.92,72722780642.55,7.99,0.56,1026.09,319.64,2763927.08,151861.0,151861.0,556720.63,1886760.53
927,2015-11-26,314907.0,1614914.77,72722780642.55,9.36,0.54,935.63,328.9,4031317.43,164671.0,164671.0,585641.18,2121111.67
928,2015-11-27,296759.0,1237283.52,72722780642.55,7.67,0.65,1204.77,356.33,12760865.02,160235.0,160235.0,538645.29,2178876.04
929,2015-11-28,357319.0,1632985.21,72722780642.55,8.85,0.55,1075.82,358.0,4787408.7,165676.0,165676.0,527800.08,1963586.13
930,2015-11-29,239211.0,1432976.02,72722780642.55,10.61,0.45,871.48,356.4,2240472.96,129850.0,129850.0,567565.84,1385292.6
931,2015-11-30,409952.0,1768320.58,72722780642.55,8.85,0.67,1127.46,371.0,2904080.41,182648.0,182648.0,542260.36,2456831.96
932,2015-12-01,347354.0,1762207.67,72722780642.55,9.37,0.57,1066.54,377.27,6823690.04,178112.0,178112.0,694093.25,2486562.89
933,2015-12-02,357585.0,1605725.84,72722780642.55,8.27,0.66,1139.89,362.58,5590225.81,183523.0,183523.0,531415.15,2752052.29
934,2015-12-03,287996.0,1519899.94,72722780642.55,8.44,0.64,1160.38,359.08,4432702.56,164774.0,164774.0,520569.94,2082292.18
935,2015-12-04,329534.0,1443054.34,72722780642.55,8.05,0.59,1134.55,361.47,4409146.0,173586.0,173586.0,527800.08,2679265.34
936,2015-12-05,393380.0,2268019.31,72722780642.55,9.32,0.57,1063.97,363.78,3625598.82,186194.0,186194.0,607331.6,4911502.15
937,2015-12-06,370392.0,1668698.59,72722780642.55,9.0,0.59,1130.26,386.95,6460977.67,179712.0,179712.0,621791.87,5488139.03
938,2015-12-07,350186.0,1548118.4,79102380900.23,7.79,0.69,1311.77,387.3,5678050.38,192830.0,192830.0,593762.3,3198317.66
939,2015-12-08,388080.0,2011322.1,79102380900.23,9.35,0.62,1115.55,394.87,5948669.17,195221.0,195221.0,625219.91,3008976.1
940,2015-12-09,404946.0,1928283.58,79102380900.23,8.27,0.69,1311.45,413.6,4528932.41,220323.0,220323.0,695999.52,3947929.92
941,2015-12-10,400918.0,2394933.75,79102380900.23,10.79,0.53,981.65,416.49,8971415.34,212036.0,212036.0,770711.33,3245902.98
942,2015-12-11,381204.0,1804649.22,79102380900.23,8.45,0.64,1314.12,415.15,3519878.34,210259.0,210259.0,688135.12,3776131.78
943,2015-12-12,445120.0,1867996.46,79102380900.23,8.89,0.69,1260.13,450.87,12990132.8,204141.0,204141.0,656677.51,3362852.45
944,2015-12-13,403645.0,1708678.22,79102380900.23,8.24,0.69,1337.42,436.2,13096215.8,189914.0,189914.0,585897.9,5207976.69
945,2015-12-14,412673.0,2388698.33,79102380900.23,9.64,0.63,1187.06,433.39,5046072.45,231477.0,231477.0,692067.32,4849779.81
946,2015-12-15,420762.0,2285879.64,79102380900.23,9.59,0.62,1224.03,443.78,5975830.54,223998.0,223998.0,758914.73,4358464.7
947,2015-12-16,396918.0,2022863.29,79102380900.23,8.61,0.68,1352.27,463.98,8341525.24,220420.0,220420.0,660609.71,4431091.6
948,2015-12-17,383742.0,1875537.44,79102380900.23,8.35,0.68,1395.46,455.47,10703517.67,216297.0,216297.0,625219.91,4178403.36
949,2015-12-18,382615.0,2034155.34,79102380900.23,9.44,0.61,1265.37,456.58,3015277.15,213847.0,213847.0,629152.11,4061563.69
950,2015-12-19,444349.0,2184464.33,93448670796.32,9.1,0.65,1362.27,463.0,5971185.99,213876.0,213876.0,720030.59,3879031.2
951,2015-12-20,409195.0,1982086.18,93448670796.32,9.82,0.6,1174.83,461.75,3151203.64,193847.0,193847.0,785065.61,3945090.58
952,2015-12-21,415736.0,1776647.78,93448670796.32,7.25,0.77,1539.89,442.54,7363108.86,229444.0,229444.0,715385.23,5318227.11
953,2015-12-22,408415.0,1818652.98,93448670796.32,7.4,0.75,1484.78,438.35,8309217.94,222717.0,222717.0,654995.57,4795572.96
954,2015-12-23,382171.0,1990561.12,93448670796.32,8.29,0.69,1408.12,435.28,3541699.25,221075.0,221075.0,766484.17,4488757.24
955,2015-12-24,382616.0,1768771.21,93448670796.32,7.9,0.73,1523.39,442.54,3153717.06,210228.0,210228.0,692158.43,4684927.76
956,2015-12-25,328222.0,1907156.28,93448670796.32,10.27,0.53,1113.48,456.0,4626576.0,180383.0,180383.0,622478.06,3913272.88
957,2015-12-26,367108.0,2206898.76,93448670796.32,11.53,0.54,1048.91,455.5,1312304.61,179363.0,179363.0,864036.7,2699655.46
958,2015-12-27,333548.0,2453742.1,93448670796.32,14.24,0.45,781.81,417.11,11119297.52,160271.0,160271.0,905844.93,1447421.02
959,2015-12-28,335134.0,1773620.49,93448670796.32,9.62,0.66,1146.55,422.42,2936051.33,173129.0,173129.0,747902.74,2152309.08
960,2015-12-29,331379.0,1936191.77,93448670796.32,9.97,0.62,1161.12,420.97,3191369.36,184618.0,184618.0,706094.51,2157841.57
961,2015-12-30,340697.0,1932066.48,93448670796.32,10.37,0.55,1069.38,433.23,4501186.05,176447.0,176447.0,803647.04,2293384.82
962,2015-12-31,280589.0,1603061.4,103880340815.46,9.98,0.55,1094.1,428.23,3319566.16,155362.0,155362.0,743604.44,1162597.63
963,2016-01-01,263121.0,1554768.76,103880340815.46,12.2,0.49,919.2,430.89,2860153.02,124092.0,124092.0,697129.17,957481.34
964,2016-01-02,333102.0,1671419.66,103880340815.46,11.02,0.58,1027.85,434.75,1646041.75,149038.0,149038.0,707457.01,1037919.81
965,2016-01-03,335666.0,1720316.24,103880340815.46,11.27,0.55,983.5,432.76,1287045.55,142608.0,142608.0,769424.04,898547.96
966,2016-01-04,344268.0,2076921.47,103880340815.46,11.02,0.56,1001.96,430.78,1967359.34,181354.0,181354.0,903685.96,1067068.39
967,2016-01-05,359763.0,1819807.57,103880340815.46,9.75,0.64,1161.6,434.17,2484225.22,182371.0,182371.0,841718.92,1392599.2
968,2016-01-06,312004.0,1702648.04,103880340815.46,9.23,0.66,1220.5,432.43,1677504.08,172090.0,172090.0,702293.09,1337496.91
969,2016-01-07,364236.0,1851106.24,103880340815.46,9.15,0.7,1294.11,429.26,2364801.93,190234.0,190234.0,743604.44,1606573.86
970,2016-01-08,339456.0,2195603.8,103880340815.46,11.05,0.58,1048.6,458.66,7685811.49,181407.0,181407.0,903685.96,1195551.73
971,2016-01-09,390146.0,1781625.14,103880340815.46,9.68,0.64,1191.84,452.64,4677703.97,179968.0,179968.0,821063.24,849532.15
972,2016-01-10,365165.0,1962534.29,103880340815.46,12.17,0.52,921.81,448.47,1970361.91,161317.0,161317.0,877866.36,1160859.93
973,2016-01-11,365729.0,2152938.82,103880340815.46,10.5,0.66,1124.68,448.43,1823926.24,191196.0,191196.0,877866.36,1824150.77
974,2016-01-12,382496.0,1983181.23,103880340815.46,9.94,0.61,1146.32,447.98,3582603.58,194874.0,194874.0,908849.88,1280395.97
975,2016-01-13,339655.0,1729484.49,113354299801.47,8.73,0.68,1271.16,437.0,2840679.17,188131.0,188131.0,862135.54,1409539.89
976,2016-01-14,350090.0,1487692.38,113354299801.47,7.87,0.72,1377.31,432.63,4538868.42,183182.0,183182.0,743803.21,1228523.94
977,2016-01-15,334141.0,1269376.7,113354299801.47,6.82,0.79,1505.26,429.55,1903928.83,183642.0,183642.0,693089.36,1728312.77
978,2016-01-16,406524.0,1330605.24,113354299801.47,6.96,0.75,1347.18,363.75,13476522.82,191300.0,191300.0,783247.32,1473914.86
979,2016-01-17,462215.0,1525313.77,113354299801.47,7.29,0.75,1351.84,387.87,9805923.77,204128.0,204128.0,783247.32,10358180.69
980,2016-01-18,386741.0,1668226.93,113354299801.47,7.8,0.67,1236.45,380.16,3204406.66,213905.0,213905.0,986102.74,9462153.27
981,2016-01-19,336941.0,1307603.42,113354299801.47,6.91,0.77,1404.95,385.49,2705125.96,186858.0,186858.0,839596.05,8804629.11
982,2016-01-20,431135.0,1619573.12,113354299801.47,7.48,0.86,1375.47,377.41,2698115.41,209071.0,209071.0,822691.43,3967101.07
983,2016-01-21,415801.0,1506011.15,113354299801.47,6.56,0.84,1625.86,420.35,10593189.91,222743.0,222743.0,755072.96,5266985.97
984,2016-01-22,398872.0,1806867.98,113354299801.47,8.31,0.66,1214.11,409.62,3899725.77,213683.0,213683.0,929754.01,7717679.82
985,2016-01-23,404860.0,1812144.66,113354299801.47,9.38,0.57,1063.69,381.5,5608294.16,190400.0,190400.0,1008642.23,29768145.47
986,2016-01-24,421393.0,1839837.03,113354299801.47,8.82,0.62,1177.92,385.09,2976583.96,201425.0,201425.0,935388.89,67354303.37
987,2016-01-25,420289.0,1709654.3,113354299801.47,7.36,0.72,1371.3,403.19,2196280.76,222150.0,222150.0,974833.0,17367466.23
988,2016-01-26,445932.0,1707435.99,120033340651.24,7.14,0.74,1440.77,390.92,3126402.25,230523.0,230523.0,978569.92,10394314.61
989,2016-01-27,433098.0,1647804.55,120033340651.24,6.75,0.74,1481.79,391.66,2599020.51,229677.0,229677.0,918901.02,13896094.58
990,2016-01-28,430552.0,1461337.71,120033340651.24,6.39,0.8,1541.27,394.36,1677851.94,225025.0,225025.0,883099.68,6084369.45
991,2016-01-29,410455.0,1750044.21,120033340651.24,7.45,0.69,1327.78,379.82,4337164.58,224394.0,224394.0,1014371.25,7175478.22
992,2016-01-30,415762.0,1949050.87,120033340651.24,9.61,0.57,1041.68,378.18,5113886.1,194794.0,194794.0,1056139.48,3422463.24
993,2016-01-31,402413.0,1789231.66,120033340651.24,9.76,0.55,972.62,376.6,984052.03,176045.0,176045.0,1068073.26,1704471.94
994,2016-02-01,410364.0,1613765.2,120033340651.24,6.94,0.78,1381.35,367.86,1529686.95,222398.0,222398.0,1050172.59,5353569.42
995,2016-02-02,488072.0,1926651.74,120033340651.24,7.17,0.8,1342.9,371.99,2701707.57,241722.0,241722.0,978569.92,3818602.55
996,2016-02-03,368096.0,1939358.52,120033340651.24,9.29,0.65,1068.29,373.05,2130335.6,191224.0,191224.0,1038238.81,1577346.15
997,2016-02-04,392766.0,1768733.96,120033340651.24,8.26,0.66,1194.41,368.46,2609699.01,200661.0,200661.0,1103874.6,2485172.49
998,2016-02-05,419711.0,1995379.17,120033340651.24,8.48,0.65,1199.4,388.0,5209435.44,225488.0,225488.0,1074040.15,3487723.18
999,2016-02-06,419675.0,2006181.99,120033340651.24,8.75,0.6,1120.78,384.07,2843677.32,224156.0,224156.0,1139675.94,3137891.8
1000,2016-02-07,458609.0,1802661.61,144116447847.35,8.16,0.7,1205.62,375.29,2152719.73,212190.0,212190.0,1303860.28,3041718.27
1001,2016-02-08,396885.0,1464134.17,144116447847.35,6.41,0.82,1518.61,375.0,1082358.75,224755.0,224755.0,1153414.86,2629156.68
1002,2016-02-09,425454.0,1753222.99,144116447847.35,7.41,0.7,1313.86,371.55,2582424.84,231240.0,231240.0,1210727.4,2225832.24
1003,2016-02-10,417816.0,1609224.85,144116447847.35,6.73,0.74,1436.14,373.46,2160510.92,235527.0,235527.0,1210727.4,2646048.09
1004,2016-02-11,417748.0,1934251.64,144116447847.35,8.38,0.64,1150.7,379.14,3787559.31,220934.0,220934.0,1375500.96,2657689.2
1005,2016-02-12,399936.0,1699237.66,144116447847.35,8.23,0.62,1184.37,378.02,2830500.35,202527.0,202527.0,1139086.73,2665208.64
1006,2016-02-13,381881.0,1784279.99,144116447847.35,9.07,0.63,1183.81,382.62,2293910.21,184675.0,184675.0,1096102.32,2598268.29
1007,2016-02-14,421715.0,1752957.85,144116447847.35,8.99,0.62,1121.01,389.88,2713128.13,186088.0,186088.0,1289532.15,2778938.77
1008,2016-02-15,421244.0,1552280.09,144116447847.35,7.04,0.76,1449.66,405.08,4068327.81,220349.0,220349.0,1060281.99,3880471.86
1009,2016-02-16,395344.0,1487411.49,144116447847.35,6.53,0.76,1564.78,399.21,3165711.35,215940.0,215940.0,1067446.05,3966772.18
1010,2016-02-17,455388.0,1622217.1,144116447847.35,7.14,0.77,1466.03,407.0,3399915.2,227235.0,227235.0,1002969.45,3984892.84
1011,2016-02-18,415599.0,1897401.35,144116447847.35,8.51,0.65,1260.23,414.87,4906136.46,212979.0,212979.0,1289532.15,3852448.45
1012,2016-02-19,408091.0,1602889.46,163491654908.96,7.1,0.77,1499.56,420.53,3620456.31,217436.0,217436.0,1129682.78,4782154.69
1013,2016-02-20,425551.0,1805928.4,163491654908.96,8.07,0.74,1438.19,419.98,2110655.69,215728.0,215728.0,1284099.85,4131729.58
1014,2016-02-21,442857.0,1426735.74,163491654908.96,6.91,0.85,1614.2,435.19,4799144.76,206617.0,206617.0,1024029.0,4198945.52
1015,2016-02-22,465054.0,1478179.56,163491654908.96,5.94,0.9,1871.62,438.0,4768834.5,237696.0,237696.0,1056537.85,4461640.11
1016,2016-02-23,449558.0,1519269.65,163491654908.96,6.07,0.88,1799.62,436.76,2559334.98,244748.0,244748.0,1097173.92,3962773.45
1017,2016-02-24,382913.0,1283176.88,163491654908.96,5.66,0.92,1906.16,419.25,4397932.5,224927.0,224927.0,999647.35,3669393.31
1018,2016-02-25,420045.0,1682349.25,163491654908.96,7.76,0.8,1395.42,423.79,3079156.43,216290.0,216290.0,1178446.07,3095841.03
1019,2016-02-26,391078.0,1586359.1,163491654908.96,7.61,0.77,1454.54,423.46,2363228.63,203635.0,203635.0,1219082.14,3286075.11
1020,2016-02-27,386100.0,1648617.79,163491654908.96,8.86,0.67,1239.3,430.0,1957278.3,182177.0,182177.0,1064665.07,2530526.52
1021,2016-02-28,417877.0,1607228.49,163491654908.96,6.55,0.78,1742.06,431.59,1837373.58,233436.0,233436.0,1210954.92,8486292.94
1022,2016-02-29,473553.0,1478331.68,163491654908.96,5.57,0.91,1994.89,431.89,1493821.13,265320.0,265320.0,1097173.92,9924706.55
1023,2016-03-01,483492.0,1666885.77,163491654908.96,5.69,0.91,1965.21,436.75,3715144.0,277094.0,277094.0,1040283.42,11003614.98
1024,2016-03-02,460661.0,1732093.71,163491654908.96,6.41,0.9,1721.06,433.66,2997796.17,270206.0,270206.0,1275972.64,5716209.13
1025,2016-03-03,451340.0,1509986.87,163491654908.96,6.65,0.92,1641.87,422.5,2421748.88,221652.0,221652.0,1080919.49,3528608.93
1026,2016-03-04,377324.0,1646394.13,163491654908.96,7.94,0.79,1338.61,420.06,3165320.12,207485.0,207485.0,1235336.57,7461412.16
1027,2016-03-05,411654.0,1560093.32,163491654908.96,6.58,0.78,1566.61,408.4,3108197.63,234992.0,234992.0,1292227.07,19515216.28
1028,2016-03-06,339111.0,1506590.25,158427203767.39,9.31,0.63,1092.83,399.17,6594012.97,161739.0,161739.0,1094688.8,2011705.88
1029,2016-03-07,327348.0,1395555.07,158427203767.39,7.44,0.71,1377.86,405.69,2359103.58,183255.0,183255.0,1220696.15,2900051.67
1030,2016-03-08,377293.0,1624142.06,158427203767.39,8.02,0.68,1300.64,412.37,2446224.2,200298.0,200298.0,1055311.51,2311084.87
1031,2016-03-09,337006.0,1833517.33,158427203767.39,9.41,0.74,1133.26,412.15,2301767.08,190388.0,190388.0,1299450.74,2065424.29
1032,2016-03-10,366983.0,1663384.9,158427203767.39,8.59,0.68,1217.59,412.84,2011814.73,188726.0,188726.0,1267948.9,2439731.63
1033,2016-03-11,353190.0,1698526.23,158427203767.39,8.95,0.61,1186.35,416.0,2171732.16,189816.0,189816.0,1283699.82,2364181.05
1034,2016-03-12,311881.0,1523923.2,158427203767.39,8.95,0.57,1166.76,420.11,2516555.53,168013.0,168013.0,1141941.56,1829899.06
1035,2016-03-13,351625.0,1408430.96,158427203767.39,9.38,0.64,1126.34,409.9,1883392.12,149803.0,149803.0,1031685.13,1621259.99
1036,2016-03-14,372768.0,1591449.55,158427203767.39,8.32,0.73,1258.82,412.85,1375653.36,191341.0,191341.0,1189194.31,2416469.23
1037,2016-03-15,372120.0,1733877.7,158427203767.39,8.36,0.66,1257.3,414.99,1852141.87,202426.0,202426.0,1197069.77,3177959.04
1038,2016-03-16,371938.0,1660327.56,158427203767.39,7.7,0.67,1394.68,415.7,1902534.19,211992.0,211992.0,1338828.03,13343936.38
1039,2016-03-17,397923.0,1535746.08,158427203767.39,7.26,0.75,1477.44,416.64,1700553.66,208319.0,208319.0,1063186.97,7984729.78
